egoodsid,q30,allcomments,rank,rank7,rank14,rank30,rank60,brandtag,currentprice,allcommentschange,c1,c26,c28,c30,c34,c45,agg1,agg2,agg3,agg4,agg5,agg7,agg8,is_promo,goodsid,categoryid,ecatid,goodsname,goodsattribute,goodsstatus,updatetime,promotioninfo,crawlerdate,fenlei,is_in_stock,platform_brand_key,master_brand_key,positive_comment_num,medium_comment_num,negative_comment_num,rating_score,goods_inventory,shangpinmingcheng,agg17,agg13,agg14,agg15,agg16,Brand_CN,Brand_EN,JD_Code,agg9,agg10,agg11,agg12,feat01,featagg01,feat02,featagg02,feat03,featagg03,feat04,featagg04,feat05,featagg05,feat06,featagg06,feat07,featagg07,feat08,featagg08,featagg013,featagg023,featagg033,featagg043,featagg053,featagg063,featagg073,featagg083,CLEAR,DOVE,HAZELINE,LIFEBUOY,LUX,LYNX,POND'S,REXONA,VASELINE,ZHONGHUA,性别女,性别男,性别通用,吸烟人群,成人,所有人群,普通人群,儿童,孕妇,奶香型,无香型,水果香型,清香型,花香型
293893,886.821429,61564,37,46,102,90,57,UNDEFINED,30.09,FALSE,0,40,40,42,44,66,423,151,2022,449,91,1,1,1,40183AF3CBFD3952242FCCF88787A050,30010203,"1,316,138,611,923",【京东超市】力士(LUX)精华发膜 新活炫亮200ml,"{""商品名称"":""力士发膜"",""商品编号"":""293893"",""商品毛重"":""270.00g"",""商品产地"":""合肥"",""功效"":""柔顺/滋养，补水/保湿"",""净含量"":""200mL以下"",""性别"":""通用"",""分类"":""发膜"",""适合发质"":""所有发质"",""品牌"":""力士（LUX）""}",1,49:12.7,满减:满199.00减100.00,2016/8/31,发膜,0,1848,0,60228,951,385,97,0,力士发膜,3,3,0,0,0,力士,LUX,293893,3,1,0,0,"""净含量"":""200mL以下""",453,0,0,"""商品名称"":""力士发膜""",3,"""商品毛重"":""270.00g""",14,"""功效"":""柔顺/滋养，补水/保湿""",60,"""商品产地"":""合肥""",6,0,0,"""性别"":""通用""",2119,32,0,3,4,10,6,0,107,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1530762,597.857143,721,50,57,76,101,85,UNDEFINED,30.09,FALSE,0,60,65,67,74,98,2448,1283,7747,449,173,1,1,1,97E95A42BF1C135261920818DDF23618,30010203,"1,316,138,611,923",【京东超市】力士(LUX)精华发膜 菁油臻润200ml,"{""商品名称"":""力士发膜"",""商品编号"":""1530762"",""商品毛重"":""280.00g"",""商品产地"":""合肥"",""功效"":""柔顺/滋养，补水/保湿"",""净含量"":""200mL以下"",""性别"":""通用"",""分类"":""发膜"",""适合发质"":""所有发质"",""品牌"":""力士（LUX）""}",1,42:07.8,满减:满199.00减100.00,2016/8/31,发膜,0,1848,0,708,6,7,98,0,力士发膜,3,3,0,0,0,力士,LUX,1530762,3,1,0,0,"""净含量"":""200mL以下""",453,0,0,"""商品名称"":""力士发膜""",3,"""商品毛重"":""280.00g""",21,"""功效"":""柔顺/滋养，补水/保湿""",60,"""商品产地"":""合肥""",6,0,0,"""性别"":""通用""",2119,32,0,3,5,10,6,0,107,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
293892,529.214286,103228,19,16,15,288,19,UNDEFINED,21.5,FALSE,0,31,39,46,53,77,423,151,2022,449,91,1,1,1,0E6C00753191D7F3DD4D4737FDB60A55,30010315,"1,316,138,611,923",【京东超市】力士(LUX)精华发膜 水润丝滑200ml,"{""商品名称"":""力士发膜"",""商品编号"":""293892"",""商品毛重"":""280.00g"",""商品产地"":""合肥"",""功效"":""柔顺/滋养，补水/保湿"",""净含量"":""200mL以下"",""性别"":""通用"",""分类"":""发膜"",""适合发质"":""干性，所有发质"",""品牌"":""力士（LUX）""}",1,00:38.8,限制:此价格不与套装优惠同时享受,2016/8/31,null,0,1848,0,100891,1648,689,97,0,力士发膜,2,2,0,0,0,力士,LUX,293892,2,0,0,0,"""净含量"":""200mL以下""",8,0,0,"""商品名称"":""力士发膜""",2,"""商品毛重"":""280.00g""",4,"""功效"":""柔顺/滋养，补水/保湿""",3,"""商品产地"":""合肥""",3,0,0,"""性别"":""通用""",31,8,0,2,2,3,3,0,30,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
293893,886.821429,61564,15,17,28,289,16,UNDEFINED,30.09,FALSE,0,40,40,42,44,66,423,151,2022,449,91,1,1,1,40183AF3CBFD3952242FCCF88787A050,30010315,"1,316,138,611,923",【京东超市】力士(LUX)精华发膜 新活炫亮200ml,"{""商品名称"":""力士发膜"",""商品编号"":""293893"",""商品毛重"":""270.00g"",""商品产地"":""合肥"",""功效"":""柔顺/滋养，补水/保湿"",""净含量"":""200mL以下"",""性别"":""通用"",""分类"":""发膜"",""适合发质"":""所有发质"",""品牌"":""力士（LUX）""}",1,00:24.1,满减:满199.00减100.00,2016/8/31,null,0,1848,0,60228,951,385,97,0,力士发膜,2,2,0,0,0,力士,LUX,293893,2,0,0,0,"""净含量"":""200mL以下""",8,0,0,"""商品名称"":""力士发膜""",2,"""商品毛重"":""270.00g""",1,"""功效"":""柔顺/滋养，补水/保湿""",3,"""商品产地"":""合肥""",3,0,0,"""性别"":""通用""",31,8,0,2,1,3,3,0,30,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
338977,1692.821429,3150,645,0,545,418,282,DOVE SHAMPOO/多芬 洗发,15.9,FALSE,0,160,174,188,228,329,1257,5,9739,449,179,1,1,1,5E642E161D8ED35540816CF990EF3529,30010202,"1,316,138,611,922",【京东超市】多芬(DOVE)洗发乳 滋养水润200ml(洗发水),"{""商品名称"":""多芬洗发"",""商品编号"":""338977"",""商品毛重"":""240.00g"",""商品产地"":""合肥"",""功效"":""柔顺/滋养，补水/保湿"",""净含量"":""200mL以下"",""性别"":""通用"",""适用人群"":""所有人群"",""适合发质"":""干性"",""品牌"":""多芬（Dove）""}",1,18:52.0,限制:此价格不与套装优惠同时享受,2016/8/31,null,0,2740,0,3100,39,11,99,0,多芬洗发,23,0,1,0,0,多芬,DOVE,338977,1,2,1,0,"""净含量"":""200mL以下""",538,0,0,"""商品名称"":""多芬洗发""",25,"""商品毛重"":""240.00g""",104,"""功效"":""柔顺/滋养，补水/保湿""",127,"""商品产地"":""合肥""",116,"""适用人群"":""所有人群""",4142,"""性别"":""通用""",6386,11,0,1,11,11,21,96,132,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
339245,954.607143,26406,524,0,436,509,457,DOVE SHAMPOO/多芬 洗发,26.9,FALSE,0,119,128,137,160,206,12168,196,190422,449,483,0,1,1,70D0EBFBB6DF6A5C161406DDE5622428,30010202,"1,316,138,611,922",【京东超市】多芬(Dove)密集滋养修护洗发乳400ml (新老包装随机发货),"{""商品名称"":""多芬洗发"",""商品编号"":""339245"",""商品毛重"":""450.00g"",""商品产地"":""合肥"",""功效"":""柔顺/滋养，补水/保湿"",""净含量"":""201-400ml"",""性别"":""通用"",""适用人群"":""成人"",""适合发质"":""受损发质"",""品牌"":""多芬（Dove）""}",1,15:56.6,限制:此价格不与套装优惠同时享受,2016/8/31,null,TRUE,2740,0,25839,416,151,97,0,多芬洗发,23,0,1,0,0,多芬,DOVE,339245,1,2,1,0,"""净含量"":""201-400ml""",1658,0,0,"""商品名称"":""多芬洗发""",25,"""商品毛重"":""450.00g""",73,"""功效"":""柔顺/滋养，补水/保湿""",127,"""商品产地"":""合肥""",116,"""适用人群"":""成人""",2121,"""性别"":""通用""",6386,33,0,1,4,11,21,60,132,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
339252,714.107143,8590,718,825,871,849,1023,DOVE SHAMPOO/多芬 洗发,40.59,FALSE,0,44,50,52,66,95,12168,196,190422,449,483,0,1,1,BD0D26E2CCD880803B7E8725B6D65709,30010202,"1,316,138,611,922",【京东超市】多芬(DOVE)洗发乳 染烫损伤理护400ml(新旧包装随机发放)(洗发水),"{""商品名称"":""多芬洗发"",""商品编号"":""339252"",""商品毛重"":""450.00g"",""商品产地"":""合肥"",""功效"":""柔顺/滋养，补水/保湿，染烫修护"",""净含量"":""201-400ml"",""性别"":""通用"",""适用人群"":""成人"",""适合发质"":""受损发质"",""品牌"":""多芬（Dove）""}",1,19:00.0,限制:此价格不与套装优惠同时享受,2016/8/31,null,TRUE,2740,0,8355,189,46,97,0,多芬洗发,23,0,1,0,0,多芬,DOVE,339252,1,2,1,0,"""净含量"":""201-400ml""",1658,0,0,"""商品名称"":""多芬洗发""",25,"""商品毛重"":""450.00g""",73,"""功效"":""柔顺/滋养，补水/保湿，染烫修护""",7,"""商品产地"":""合肥""",116,"""适用人群"":""成人""",2121,"""性别"":""通用""",6386,33,0,1,4,0,21,60,132,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
339256,1298.678571,1134,905,967,959,1130,660,DOVE SHAMPOO/多芬 洗发,15.9,FALSE,0,58,61,64,76,105,1257,5,9739,449,179,1,1,1,D081BBD5EC364F98D997CC9FE2AB04B3,30010202,"1,316,138,611,922",【京东超市】多芬(Dove)日常滋养修护洗发乳200ml (新老包装随机发货),"{""商品名称"":""多芬洗发"",""商品编号"":""339256"",""商品毛重"":""240.00g"",""商品产地"":""合肥"",""功效"":""柔顺/滋养，补水/保湿"",""净含量"":""200mL以下"",""性别"":""通用"",""适用人群"":""成人"",""适合发质"":""受损发质"",""品牌"":""多芬（Dove）""}",1,18:19.2,限制:此价格不与套装优惠同时享受,2016/8/31,null,0,2740,0,1112,18,4,98,0,多芬洗发,23,0,1,0,0,多芬,DOVE,339256,1,2,1,0,"""净含量"":""200mL以下""",538,0,0,"""商品名称"":""多芬洗发""",25,"""商品毛重"":""240.00g""",104,"""功效"":""柔顺/滋养，补水/保湿""",127,"""商品产地"":""合肥""",116,"""适用人群"":""成人""",2121,"""性别"":""通用""",6386,11,0,1,11,11,21,60,132,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
528479,3782,42784,93,0,125,59,102,DOVE SHAMPOO/多芬 洗发,65.89,FALSE,0,528,569,608,710,999,12168,196,190422,449,483,1,1,1,560E67846DF5FB67B4F5EAD291FE49C7,30010202,"1,316,138,611,922",多芬(Dove)日常滋养修护洗发乳700ml (新老包装随机发货),"{""商品名称"":""多芬洗发"",""商品编号"":""528479"",""商品毛重"":""0.8kg"",""商品产地"":""合肥"",""功效"":""柔顺/滋养，补水/保湿"",""净含量"":""401ml-750ml"",""性别"":""通用"",""适用人群"":""成人"",""适合发质"":""受损发质"",""品牌"":""多芬（Dove）""}",1,18:07.8,满减:满199.00减100.00,2016/8/31,null,0,2740,0,41693,818,273,97,0,多芬洗发,23,0,1,0,0,多芬,DOVE,528479,1,2,1,0,"""净含量"":""401ml-750ml""",2583,0,0,"""商品名称"":""多芬洗发""",25,"""商品毛重"":""0.8kg""",348,"""功效"":""柔顺/滋养，补水/保湿""",127,"""商品产地"":""合肥""",116,"""适用人群"":""成人""",2121,"""性别"":""通用""",6386,70,0,1,9,11,21,60,132,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
620415,214.785714,8965,1131,1152,1172,1084,801,DOVE SHAMPOO/多芬 洗发,26.9,FALSE,0,32,32,38,43,70,12168,196,190422,449,483,1,1,1,44168F8617EE445CDC39E4B23E4E2DA4,30010202,"1,316,138,611,922",【京东超市】多芬(DOVE)洗发乳 柔韧顺滑400ml(新旧包装随机发放)(洗发水),"{""商品名称"":""多芬洗发"",""商品编号"":""620415"",""商品毛重"":""460.00g"",""商品产地"":""合肥"",""功效"":""柔顺/滋养，补水/保湿"",""净含量"":""201-400ml"",""性别"":""通用"",""适用人群"":""所有人群"",""适合发质"":""所有发质"",""品牌"":""多芬（Dove）""}",1,18:07.2,限制:此价格不与套装优惠同时享受,2016/8/31,null,0,2740,0,8766,159,40,98,0,多芬洗发,23,0,1,0,0,多芬,DOVE,620415,1,2,1,0,"""净含量"":""201-400ml""",1658,0,0,"""商品名称"":""多芬洗发""",25,"""商品毛重"":""460.00g""",87,"""功效"":""柔顺/滋养，补水/保湿""",127,"""商品产地"":""合肥""",116,"""适用人群"":""所有人群""",4142,"""性别"":""通用""",6386,33,0,1,14,11,21,96,132,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
754464,100.75,4111,1634,1670,1578,1707,1126,DOVE SHAMPOO/多芬 洗发,40.59,FALSE,0,24,25,28,29,44,12168,196,190422,449,483,1,1,1,F579C16C35CE7F35EEA54FC14370F3B7,30010202,"1,316,138,611,922",【京东超市】多芬(DOVE)洗发乳 养根韧发375ml(新旧包装随机发放)(洗发水),"{""商品名称"":""多芬洗发"",""商品编号"":""754464"",""商品毛重"":""430.00g"",""商品产地"":""合肥"",""功效"":""柔顺/滋养，补水/保湿"",""净含量"":""201-400ml"",""性别"":""通用"",""适用人群"":""成人"",""适合发质"":""所有发质"",""品牌"":""多芬（Dove）""}",1,18:19.0,限制:此价格不与套装优惠同时享受,2016/8/31,null,0,2740,0,3978,98,35,97,0,多芬洗发,23,0,1,0,0,多芬,DOVE,754464,1,2,1,0,"""净含量"":""201-400ml""",1658,0,0,"""商品名称"":""多芬洗发""",25,"""商品毛重"":""430.00g""",8,"""功效"":""柔顺/滋养，补水/保湿""",127,"""商品产地"":""合肥""",116,"""适用人群"":""成人""",2121,"""性别"":""通用""",6386,33,0,1,1,11,21,60,132,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1066951,210.357143,38331,1239,1325,1263,1037,938,DOVE SHAMPOO/多芬 洗发,40.59,FALSE,0,43,44,47,49,49,12168,196,190422,449,483,0,1,1,37097C45A400B6B4A88E862D5AD1E3F9,30010202,"1,316,138,611,922",【京东超市】多芬(DOVE)洗发乳 营润菁油养护375ml(洗发水),"{""商品名称"":""多芬洗发"",""商品编号"":""1066951"",""商品毛重"":""430.00g"",""商品产地"":""合肥"",""功效"":""柔顺/滋养，补水/保湿"",""净含量"":""201-400ml"",""性别"":""通用"",""适用人群"":""成人"",""适合发质"":""所有发质"",""品牌"":""多芬（Dove）""}",1,19:52.6,限制:此价格不与套装优惠同时享受,2016/8/31,null,TRUE,2740,0,37355,626,350,97,0,多芬洗发,23,0,1,0,0,多芬,DOVE,1066951,1,2,1,0,"""净含量"":""201-400ml""",1658,0,0,"""商品名称"":""多芬洗发""",25,"""商品毛重"":""430.00g""",8,"""功效"":""柔顺/滋养，补水/保湿""",127,"""商品产地"":""合肥""",116,"""适用人群"":""成人""",2121,"""性别"":""通用""",6386,33,0,1,1,11,21,60,132,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1300168,86.357143,289,2472,0,1931,2035,1127,DOVE SHAMPOO/多芬 洗发,32.78,FALSE,0,0,0,0,0,0,12168,196,190422,449,483,1,1,1,F5160B5B4C1A34114570FD0BE1DF180F,30010202,"1,316,138,611,922",【京东超市】多芬(Dove))洗发乳 营润菁油养护180ml(秀发臻养系列),"{""商品名称"":""多芬洗发"",""商品编号"":""1300168"",""商品毛重"":""220.00g"",""商品产地"":""合肥"",""功效"":""柔顺/滋养，补水/保湿，丰盈蓬松"",""净含量"":""200mL以下"",""性别"":""通用"",""适用人群"":""所有人群"",""适合发质"":""所有发质"",""品牌"":""多芬（Dove）""}",1,57:49.4,限制:此价格不与套装优惠同时享受,2016/8/31,null,0,2740,0,280,5,4,97,0,多芬洗发,23,0,1,0,0,多芬,DOVE,1300168,1,2,1,0,"""净含量"":""200mL以下""",538,0,0,"""商品名称"":""多芬洗发""",25,"""商品毛重"":""220.00g""",19,"""功效"":""柔顺/滋养，补水/保湿，丰盈蓬松""",18,"""商品产地"":""合肥""",116,"""适用人群"":""所有人群""",4142,"""性别"":""通用""",6386,11,0,1,0,0,21,96,132,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1463392,736.25,2178,693,775,1158,1059,919,DOVE SHAMPOO/多芬 洗发,26.3,FALSE,0,79,81,86,103,138,12168,196,190422,449,483,1,1,1,26634237A853B58CDF956EA4E1138CA5,30010202,"1,316,138,611,922",【京东超市】多芬(Dove)男士+护理强韧洗发露 去屑洁净200ml(清爽)(洗发水),"{""商品名称"":""多芬洗发"",""商品编号"":""1463392"",""商品毛重"":""240.00g"",""商品产地"":""合肥"",""功效"":""去屑止痒，补水/保湿，丰盈蓬松"",""净含量"":""200mL以下"",""性别"":""男"",""适用人群"":""成人"",""适合发质"":""所有发质"",""品牌"":""多芬（Dove）""}",1,16:12.9,满减:满199.00减100.00,2016/8/31,null,0,2740,0,2136,24,18,98,0,多芬洗发,23,0,1,0,0,多芬,DOVE,1463392,1,2,1,0,"""净含量"":""200mL以下""",538,0,0,"""商品名称"":""多芬洗发""",25,"""商品毛重"":""240.00g""",104,"""功效"":""去屑止痒，补水/保湿，丰盈蓬松""",2,"""商品产地"":""合肥""",116,"""适用人群"":""成人""",2121,"""性别"":""男""",440,11,0,1,11,1,21,60,17,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1463408,430.035714,12917,626,727,942,660,862,DOVE SHAMPOO/多芬 洗发,46.7,FALSE,0,52,58,63,73,110,12168,196,190422,449,483,1,1,1,9A9A47B05F050E3076F83A968FEBA257,30010202,"1,316,138,611,922",【京东超市】多芬(Dove)男士+护理强韧洗发露 去屑洁净400ml(清爽)(洗发水),"{""商品名称"":""多芬洗发"",""商品编号"":""1463408"",""商品毛重"":""460.00g"",""商品产地"":""合肥"",""功效"":""去屑止痒，柔顺/滋养，丰盈蓬松"",""净含量"":""201-400ml"",""性别"":""男"",""适用人群"":""成人"",""适合发质"":""所有发质"",""品牌"":""多芬（Dove）""}",1,14:12.9,满减:满199.00减100.00,2016/8/31,null,0,2740,0,12637,189,91,98,0,多芬洗发,23,0,1,0,0,多芬,DOVE,1463408,1,2,1,0,"""净含量"":""201-400ml""",1658,0,0,"""商品名称"":""多芬洗发""",25,"""商品毛重"":""460.00g""",87,"""功效"":""去屑止痒，柔顺/滋养，丰盈蓬松""",3,"""商品产地"":""合肥""",116,"""适用人群"":""成人""",2121,"""性别"":""男""",440,33,0,1,14,0,21,60,17,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1463416,502.642857,3271,903,848,1147,1343,941,DOVE SHAMPOO/多芬 洗发,26.18,FALSE,0,73,77,79,88,121,12168,196,190422,449,483,1,1,1,385EDDFEC7C54671E700ECFF0AA4874B,30010202,"1,316,138,611,922",【京东超市】多芬(Dove)男士护理强韧洗发露 养根健发200ml(滋养+修护)(洗发水),"{""商品名称"":""多芬洗发"",""商品编号"":""1463416"",""商品毛重"":""240.00g"",""商品产地"":""合肥"",""功效"":""柔顺/滋养，补水/保湿，丰盈蓬松"",""净含量"":""200mL以下"",""性别"":""男"",""适用人群"":""成人"",""适合发质"":""所有发质"",""品牌"":""多芬（Dove）""}",1,00:42.6,满减:满199.00减100.00,2016/8/31,null,0,2740,0,3194,51,26,97,0,多芬洗发,23,0,1,0,0,多芬,DOVE,1463416,1,2,1,0,"""净含量"":""200mL以下""",538,0,0,"""商品名称"":""多芬洗发""",25,"""商品毛重"":""240.00g""",104,"""功效"":""柔顺/滋养，补水/保湿，丰盈蓬松""",18,"""商品产地"":""合肥""",116,"""适用人群"":""成人""",2121,"""性别"":""男""",440,11,0,1,11,0,21,60,17,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1463425,397.464286,1083,1044,1065,1386,1127,1026,DOVE SHAMPOO/多芬 洗发,26.3,FALSE,0,85,89,94,114,144,12168,196,190422,449,483,1,1,1,ED4BC518A10CF11A33456CE3F98644D8,30010202,"1,316,138,611,922",【京东超市】多芬(Dove)男士护理强韧洗发露 多效养护200ml(滋润+养护)(洗发水),"{""商品名称"":""多芬洗发"",""商品编号"":""1463425"",""商品毛重"":""240.00g"",""商品产地"":""合肥"",""功效"":""柔顺/滋养，补水/保湿，丰盈蓬松"",""净含量"":""200mL以下"",""性别"":""男"",""适用人群"":""成人"",""适合发质"":""干性"",""品牌"":""多芬（Dove）""}",1,03:38.9,满减:满199.00减100.00,2016/8/31,null,0,2740,0,1053,24,6,97,0,多芬洗发,23,0,1,0,0,多芬,DOVE,1463425,1,2,1,0,"""净含量"":""200mL以下""",538,0,0,"""商品名称"":""多芬洗发""",25,"""商品毛重"":""240.00g""",104,"""功效"":""柔顺/滋养，补水/保湿，丰盈蓬松""",18,"""商品产地"":""合肥""",116,"""适用人群"":""成人""",2121,"""性别"":""男""",440,11,0,1,11,0,21,60,17,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1463429,1092.75,2725,540,633,819,837,675,DOVE SHAMPOO/多芬 洗发,26.18,FALSE,0,159,170,180,197,241,12168,196,190422,449,483,1,1,1,4542E0744B81E87D7D0D97BF274C1E91,30010202,"1,316,138,611,922",【京东超市】多芬(Dove)男士+护理强韧洗发露 净透清爽200ml(控油+薄荷+清爽)(洗发水),"{""商品名称"":""多芬洗发"",""商品编号"":""1463429"",""商品毛重"":""240.00g"",""商品产地"":""合肥"",""功效"":""柔顺/滋养，补水/保湿，丰盈蓬松"",""净含量"":""200mL以下"",""性别"":""男"",""适用人群"":""成人"",""适合发质"":""所有发质"",""品牌"":""多芬（Dove）""}",1,16:29.0,满减:满199.00减100.00,2016/8/31,null,0,2740,0,2653,50,22,97,0,多芬洗发,23,0,1,0,0,多芬,DOVE,1463429,1,2,1,0,"""净含量"":""200mL以下""",538,0,0,"""商品名称"":""多芬洗发""",25,"""商品毛重"":""240.00g""",104,"""功效"":""柔顺/滋养，补水/保湿，丰盈蓬松""",18,"""商品产地"":""合肥""",116,"""适用人群"":""成人""",2121,"""性别"":""男""",440,11,0,1,11,0,21,60,17,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
339243,1124.857143,0,788,909,1023,946,606,DOVE SHAMPOO/多芬 洗发,15.9,0,0,39,47,50,61,103,12168,196,190422,449,483,0,0,1,56363DF19DF1FD9778A16A93BDF648D8,30010202,"1,316,138,611,922",【京东超市】多芬(Dove)密集滋养修护洗发乳200ml (新老包装随机发货),"{""商品名称"":""多芬洗发"",""商品编号"":""339243"",""商品毛重"":""240.00g"",""商品产地"":""合肥"",""功效"":""柔顺/滋养，补水/保湿"",""净含量"":""200mL以下"",""性别"":""通用"",""适用人群"":""成人"",""适合发质"":""受损发质"",""品牌"":""多芬（Dove）""}",1,15:55.9,限制:此价格不与套装优惠同时享受,2016/8/31,null,0,0,0,0,0,0,0,0,多芬洗发,23,0,1,0,0,多芬,DOVE,339243,1,2,1,0,"""净含量"":""200mL以下""",538,0,0,"""商品名称"":""多芬洗发""",25,"""商品毛重"":""240.00g""",104,"""功效"":""柔顺/滋养，补水/保湿""",127,"""商品产地"":""合肥""",116,"""适用人群"":""成人""",2121,"""性别"":""通用""",6386,11,0,1,11,11,21,60,132,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
339257,303.357143,0,1116,0,1368,987,789,DOVE SHAMPOO/多芬 洗发,26.9,0,0,23,27,28,38,56,12168,196,190422,449,483,0,0,1,123CCC4CACE4A48A652211C8950C967E,30010202,"1,316,138,611,922",【京东超市】多芬(Dove)日常滋养修护洗发乳400ml (新老包装随机发货),"{""商品名称"":""多芬洗发"",""商品编号"":""339257"",""商品毛重"":""460.00g"",""商品产地"":""合肥"",""功效"":""柔顺/滋养，补水/保湿"",""净含量"":""201-400ml"",""性别"":""通用"",""适用人群"":""成人"",""适合发质"":""受损发质"",""品牌"":""多芬（Dove）""}",1,13:16.3,限制:此价格不与套装优惠同时享受,2016/8/31,null,0,0,0,0,0,0,0,0,多芬洗发,23,0,1,0,0,多芬,DOVE,339257,1,2,1,0,"""净含量"":""201-400ml""",1658,0,0,"""商品名称"":""多芬洗发""",25,"""商品毛重"":""460.00g""",87,"""功效"":""柔顺/滋养，补水/保湿""",127,"""商品产地"":""合肥""",116,"""适用人群"":""成人""",2121,"""性别"":""通用""",6386,33,0,1,14,11,21,60,132,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
620414,474.964286,34422,742,868,785,719,496,DOVE SHAMPOO/多芬 洗发,26.9,FALSE,0,68,72,78,87,128,12168,196,190422,449,483,0,1,1,BEFCA4F2179B4B6A4264F676A57E478F,30010202,"1,316,138,611,922",【京东超市】多芬(DOVE)去屑洗发乳 日常损伤理护400ml(新旧包装随机发放)(洗发水),"{""商品名称"":""多芬洗发"",""商品编号"":""620414"",""商品毛重"":""150.00g"",""商品产地"":""合肥"",""功效"":""柔顺/滋养，补水/保湿"",""净含量"":""201-400ml"",""性别"":""通用"",""适用人群"":""所有人群"",""适合发质"":""受损发质"",""品牌"":""多芬（Dove）""}",1,19:15.4,限制:此价格不与套装优惠同时享受,2016/8/31,null,0,0,0,0,0,0,0,0,多芬洗发,23,0,1,0,0,多芬,DOVE,620414,1,2,1,0,"""净含量"":""201-400ml""",1658,0,0,"""商品名称"":""多芬洗发""",25,"""商品毛重"":""150.00g""",32,"""功效"":""柔顺/滋养，补水/保湿""",127,"""商品产地"":""合肥""",116,"""适用人群"":""所有人群""",4142,"""性别"":""通用""",6386,33,0,1,0,11,21,96,132,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1334811,65.321429,2293,1740,1647,1933,1750,1507,DOVE SHAMPOO/多芬 洗发,54.78,FALSE,0,12,13,15,17,27,12168,196,190422,449,483,0,1,1,FE11B9E3DE71727FAE20FD669B21D372,30010202,"1,316,138,611,922",【京东超市】多芬(DOVE)洗发乳 重焕熠采350ml(洗发水),"{""商品名称"":""多芬洗发"",""商品编号"":""1334811"",""商品毛重"":""400.00g"",""商品产地"":""合肥"",""功效"":""柔顺/滋养，补水/保湿"",""净含量"":""201-400ml"",""性别"":""通用"",""适用人群"":""成人"",""适合发质"":""所有发质"",""品牌"":""多芬（Dove）""}",1,03:35.6,满减:满199.00减100.00,2016/8/31,null,0,0,0,0,0,0,0,0,多芬洗发,23,0,1,0,0,多芬,DOVE,1334811,1,2,1,0,"""净含量"":""201-400ml""",1658,0,0,"""商品名称"":""多芬洗发""",25,"""商品毛重"":""400.00g""",271,"""功效"":""柔顺/滋养，补水/保湿""",127,"""商品产地"":""合肥""",116,"""适用人群"":""成人""",2121,"""性别"":""通用""",6386,33,0,1,0,11,21,60,132,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
